car_id,model,car_type,fuel_type,target_class,min_rating,mean_rating,max_speed,driver_rating_mean,driver_accident_mean,avg_destroy_degree,total_work_duration,speed_avg_mean,speed_avg_std,year,price,power,box
n95681185i,Kia Rio X,economy,petrol,electro_bug,0.0,4.161781609195402,200.0,8.003448275862068,7.224137931034483,3.505714285714286,922,50.11494252873563,14.544271889454132,2020.0,944900.0,100.0,Механическая
y53052788O,Renault Kaptur,standart,petrol,another_bug,0.51,4.517471264367816,198.0,8.09080459770115,17.150793650793652,4.2,1064,44.91379310344828,10.256735245639463,2020.0,1140000.0,114.0,Механическая
e17156131L,Smart ForFour,economy,petrol,gear_stick,0.1,4.303045977011494,110.2657405334196,7.858620689655173,9.41279069767442,3.871428571428571,907,44.8448275862069,11.046619639574413,2014.0,890000.0,71.0,Механическая
I20900258y,Smart ForTwo,economy,petrol,engine_overheat,0.1,4.137298850574712,197.7767277334353,7.773563218390804,8.445086705202312,4.008571428571429,928,51.88505747126437,15.090038276922632,2014.0,890000.0,71.0,Механическая
o87681914x,Nissan Qashqai,standart,petrol,another_bug,0.1,4.615459770114943,200.0,7.956896551724138,15.706349206349206,3.877142857142857,948,43.39080459770115,9.817827740667092,2017.0,1413000.0,115.0,Механическая
Q-5554551x,Renault Kaptur,standart,petrol,engine_ignition,0.1,4.088045977011495,189.06519102776383,7.983333333333332,6.954022988505747,2.8142857142857145,940,48.689655172413794,14.363819628889583,2020.0,1140000.0,114.0,Механическая
l-1607581F,Smart ForTwo,economy,petrol,engine_fuel,0.1,4.221379310344828,182.8495399292202,8.120689655172415,16.69298245614035,3.18,995,49.82183908045977,14.258447858254293,2014.0,890000.0,71.0,Механическая
a-9339461G,Nissan Qashqai,standart,petrol,break_bug,0.1,5.416264367816092,107.97792849490942,8.088505747126437,7.402298850574713,3.8028571428571434,828,45.38505747126437,11.19021071707909,2017.0,1413000.0,115.0,Механическая
n28625799A,Kia Sportage,standart,petrol,engine_overheat,0.1,3.9129885057471263,177.0,7.875287356321839,8.695402298850574,4.111428571428571,870,48.810344827586206,14.189212987277545,2018.0,1544900.0,150.0,Механическая
N21890923Q,VW Polo,economy,petrol,another_bug,0.1,4.46396551724138,200.0,8.067241379310346,18.00854700854701,4.442857142857143,950,44.71264367816092,10.335312435721386,,,,
g-1957069S,VW Polo,economy,petrol,engine_check,1.07,4.770977011494253,161.0,8.177011494252874,17.931818181818183,2.837142857142857,789,44.5,10.852532268894612,,,,
e-5741942D,Kia Rio,economy,petrol,engine_ignition,0.1,4.315344827586207,190.9910571353205,8.053448275862069,7.491329479768786,2.76,845,51.172413793103445,15.635077575353536,2020.0,944900.0,100.0,Механическая
y12023699E,Renault Sandero,standart,petrol,gear_stick,0.1,4.410172413793103,113.63634728881692,7.719540229885058,9.421965317919074,4.182857142857143,1020,44.735632183908045,11.426022191648538,2018.0,697000.0,82.0,Механическая
Y-8852975t,Nissan Qashqai,standart,petrol,engine_ignition,0.1,4.3839080459770114,173.38933526851903,7.903448275862069,6.942528735632184,3.202857142857143,934,50.5,14.584713669879498,2017.0,1413000.0,115.0,Механическая
L-2247718T,Kia Rio X-line,economy,petrol,break_bug,0.1,5.424137931034482,118.75772685687924,7.985632183908046,6.919540229885057,4.022857142857143,924,44.367816091954026,10.88522883377608,2020.0,944900.0,100.0,Механическая
N19589603r,Skoda Rapid,economy,petrol,break_bug,0.1,5.240919540229885,117.36233481360144,8.041379310344828,7.85632183908046,4.105714285714285,819,45.235632183908045,11.179910523300984,2019.0,847000.0,90.0,Механическая
d37118079d,Skoda Rapid,economy,petrol,wheel_shake,0.1,4.792356321839081,154.02200502555846,8.046551724137931,14.06140350877193,3.382857142857143,912,45.68390804597701,10.288782528101692,2019.0,847000.0,90.0,Механическая
s47589001I,VW Tiguan,economy,petrol,electro_bug,0.0,4.463390804597701,173.94324748871009,7.995402298850575,6.798850574712644,3.76,776,50.71264367816092,16.17956182089711,,,,
y-1806571O,Smart ForTwo,economy,petrol,engine_fuel,0.1,3.750459770114943,171.1905765088318,7.970689655172414,15.59349593495935,3.3142857142857145,897,50.798850574712645,14.12454097061997,2014.0,890000.0,71.0,Механическая
L16050992t,Kia Rio X-line,economy,petrol,engine_ignition,0.1,4.097701149425287,197.15690117158616,8.064367816091954,8.086206896551724,2.791428571428572,839,49.735632183908045,15.304961430716553,2020.0,944900.0,100.0,Механическая
m-4274263Z,Kia Sportage,standart,petrol,engine_check,0.1,4.618160919540229,155.0,8.07183908045977,14.53076923076923,4.054285714285714,940,44.40229885057471,10.248879561054116,2018.0,1544900.0,150.0,Механическая
s33927254Y,VW Polo,economy,petrol,break_bug,0.73,5.263505747126437,116.15033973512249,8.002298850574713,7.4655172413793105,4.591428571428571,996,44.98850574712644,10.812638989448958,,,,
g19494953p,Audi A3,premium,petrol,engine_fuel,0.1,4.1722413793103446,175.00337229479456,8.141379310344828,16.565891472868216,4.228571428571429,961,51.206896551724135,15.212284305164166,2016.0,1645000.0,150.0,Робот с одним сцеплением
Y-4198316J,VW Tiguan,economy,petrol,engine_ignition,0.1,3.805574712643678,193.39419605288813,7.9781609195402305,6.591954022988506,3.1,862,50.298850574712645,13.766101401781576,,,,
a-7282370E,Renault Kaptur,standart,petrol,engine_overheat,0.1,4.15080459770115,182.3255090523394,7.832183908045977,8.614942528735632,4.6571428571428575,978,50.02298850574713,14.256508106375495,2020.0,1140000.0,114.0,Механическая
z16068145k,Mercedes-Benz GLC,business,petrol,electro_bug,0.0,4.313218390804598,200.0,8.46551724137931,8.82183908045977,3.4885714285714284,850,49.72413793103448,14.19817594339475,2019.0,4690000.0,197.0,Классический автомат
d-4629986a,Kia Rio,economy,petrol,engine_ignition,0.1,3.8571839080459767,198.57190004347336,7.948850574712643,7.339080459770115,3.4228571428571426,657,50.28735632183908,13.860500742463762,2020.0,944900.0,100.0,Механическая
Q35379022F,Hyundai Solaris,economy,petrol,electro_bug,0.0,4.122988505747126,197.95037026103668,7.990229885057471,7.316091954022989,3.148571428571429,880,49.54022988505747,14.641618247924152,2020.0,780000.0,100.0,Механическая
r10613305A,Kia Rio X,economy,petrol,gear_stick,0.25,4.490689655172414,102.57927239687857,7.790229885057471,9.172413793103448,3.202857142857143,964,44.68390804597701,9.508017591050557,2020.0,944900.0,100.0,Механическая
N23006473B,Hyundai Solaris,economy,petrol,gear_stick,0.1,4.485574712643678,112.35590500231446,7.905172413793103,9.29310344827586,3.4771428571428573,867,45.72988505747127,12.099372887227192,2020.0,780000.0,100.0,Механическая
m-2019578o,VW Tiguan,economy,petrol,another_bug,0.1,4.848850574712644,189.52067864955063,8.086781609195402,19.11206896551724,3.505714285714286,911,43.61494252873563,10.5137402939095,,,,
W86413939q,Smart ForFour,economy,petrol,wheel_shake,0.1,4.493850574712644,163.54118030806595,8.160344827586208,16.712962962962962,4.265714285714286,1025,44.689655172413794,10.430956977392905,2014.0,890000.0,71.0,Механическая
o-1093440v,MINI CooperSE,business,electro,engine_overheat,0.1,3.901609195402299,195.0,7.936781609195402,9.06936416184971,4.057142857142857,985,49.47701149425287,14.622298287279577,2014.0,1950000.0,231.0,Классический автомат
S-1468454C,Kia Rio,economy,petrol,break_bug,0.1,5.265172413793104,115.3056298964228,8.008620689655173,7.994219653179191,3.4285714285714284,869,44.28735632183908,10.637384230137783,2020.0,944900.0,100.0,Механическая
b-1081111P,Hyundai Solaris,economy,petrol,engine_overheat,0.1,4.006609195402299,183.9522662309155,7.850574712643678,9.540229885057473,3.5085714285714285,854,48.98275862068966,13.900752313791374,2020.0,780000.0,100.0,Механическая
H10062346p,Mercedes-Benz GLC,business,petrol,engine_overheat,0.1,4.177816091954023,198.66357296673664,8.313793103448276,10.39655172413793,3.297142857142857,962,48.72413793103448,14.107096279444344,2019.0,4690000.0,197.0,Классический автомат
N-5708757B,Kia Rio X-line,economy,petrol,engine_overheat,0.1,4.094080459770115,160.5689767559091,7.901149425287356,9.235632183908049,3.3114285714285714,934,50.85632183908046,14.627041243049764,2020.0,944900.0,100.0,Механическая
b-7098808D,Hyundai Solaris,economy,petrol,wheel_shake,0.1,4.636666666666667,119.0,8.121264367816092,16.376923076923077,3.62,947,43.695402298850574,8.287763918094894,2020.0,780000.0,100.0,Механическая
M-4627743Y,Renault Kaptur,standart,petrol,break_bug,1.5,5.515402298850574,126.88156509738288,7.979310344827587,6.977011494252873,3.928571428571429,943,45.298850574712645,10.08417170135448,2020.0,1140000.0,114.0,Механическая
s-1392305F,Kia Rio X,economy,petrol,gear_stick,0.1,4.566494252873564,109.38343955827206,7.793103448275862,9.10344827586207,3.397142857142857,819,46.10919540229885,11.09833224136095,2020.0,944900.0,100.0,Механическая
z67141488o,Hyundai Solaris,economy,petrol,wheel_shake,0.1,4.58816091954023,139.92880819492035,8.101724137931035,16.584745762711865,4.842857142857143,908,44.55172413793103,11.020483944651762,2020.0,780000.0,100.0,Механическая
z-8891400p,Kia Rio,economy,petrol,engine_overheat,0.1,3.8972413793103446,197.9482413410476,7.815517241379311,9.120689655172416,3.757142857142857,1064,49.60919540229885,14.394408292817234,2020.0,944900.0,100.0,Механическая
z-5687636M,Renault Kaptur,standart,petrol,electro_bug,0.0,4.315344827586207,200.0,8.021264367816093,7.028735632183908,4.122857142857143,933,47.82758620689656,13.348773532934246,2020.0,1140000.0,114.0,Механическая
K-1514397X,Kia Rio X,economy,petrol,electro_bug,0.0,4.222413793103448,178.69795023847635,8.03448275862069,6.994252873563219,4.0,1010,49.10919540229885,14.2822346673952,2020.0,944900.0,100.0,Механическая
U57863590w,Renault Sandero,standart,petrol,gear_stick,0.1,4.639712643678161,117.41383627655368,7.861494252873563,9.186046511627907,3.1085714285714285,907,43.47701149425287,9.433493411966976,2018.0,697000.0,82.0,Механическая
M49274481G,Renault Kaptur,standart,petrol,engine_fuel,0.1,3.6672988505747126,171.61916746407172,8.230459770114942,14.976,2.382857142857143,815,51.54022988505747,15.421855670339731,2020.0,1140000.0,114.0,Механическая
a11122197a,Renault Sandero,standart,petrol,another_bug,0.1,4.722701149425287,200.0,8.119540229885057,17.09375,3.788571428571428,954,43.91954022988506,11.222106991849724,2018.0,697000.0,82.0,Механическая
b15256546L,Nissan Qashqai,standart,petrol,electro_bug,0.0,4.273850574712643,200.0,8.022413793103448,8.00578034682081,3.531428571428571,983,49.189655172413794,15.462941224925268,2017.0,1413000.0,115.0,Механическая
B11239506t,Audi Q3,premium,petrol,electro_bug,0.0,4.485402298850575,183.83605990339555,8.013793103448277,6.764367816091954,3.951428571428572,680,48.63218390804597,14.00711210145153,2014.0,2045000.0,150.0,Механическая
l-1337696j,Kia Sportage,standart,petrol,another_bug,0.1,4.59867816091954,178.0,7.993678160919541,16.271929824561404,4.4,856,43.206896551724135,9.103944303082573,2018.0,1544900.0,150.0,Механическая
q-6650729Y,Kia Rio X,economy,petrol,another_bug,0.83,4.702183908045977,189.0,8.086781609195402,15.9921875,4.814285714285714,959,43.35632183908046,10.120061928909024,2020.0,944900.0,100.0,Механическая
B17720677C,Skoda Rapid,economy,petrol,break_bug,0.36,5.403275862068965,112.51303946119766,8.016091954022988,7.718390804597701,3.611428571428572,872,44.02298850574713,10.98025238609272,2019.0,847000.0,90.0,Механическая
s21770212W,VW Polo VI,economy,petrol,another_bug,0.1,4.647413793103448,192.1439464571676,8.126436781609195,16.84251968503937,3.474285714285714,939,45.14942528735632,10.528824993187053,,,,
x30389932l,Kia Rio,economy,petrol,engine_fuel,0.1,4.003793103448276,171.24633516394275,8.11609195402299,16.43243243243243,3.4714285714285715,872,49.16666666666666,13.893102764739025,2020.0,944900.0,100.0,Механическая
B15081492o,Kia Rio,economy,petrol,wheel_shake,0.1,4.505862068965517,132.8426303138794,8.191379310344827,19.008130081300813,3.294285714285714,1048,44.33908045977012,9.924860550810092,2020.0,944900.0,100.0,Механическая
O51808760A,VW Tiguan,economy,petrol,gear_stick,0.1,4.253333333333334,120.0,7.900574712643678,8.977011494252874,4.105714285714285,948,44.0,10.680326032563311,,,,
l62738348Q,Skoda Rapid,economy,petrol,engine_ignition,0.1,4.033275862068965,195.5032797994638,7.948275862068965,7.218390804597701,2.505714285714286,912,50.26436781609196,14.81052568227464,2019.0,847000.0,90.0,Механическая
v-6614004H,Audi A3,premium,petrol,electro_bug,0.0,4.169597701149425,200.0,8.079310344827586,7.505747126436781,3.4714285714285715,882,50.33908045977012,15.006163329708292,2016.0,1645000.0,150.0,Робот с одним сцеплением
c21762167i,Smart ForFour,economy,petrol,engine_check,0.1,4.714712643678161,166.60270449123635,8.127011494252873,19.82300884955752,2.974285714285714,1023,45.747126436781606,11.073290669957956,2014.0,890000.0,71.0,Механическая
B16746018u,Renault Kaptur,standart,petrol,another_bug,0.15,4.699885057471264,184.0,8.108620689655172,15.991803278688524,4.037142857142857,908,43.55747126436781,9.206345288361373,2020.0,1140000.0,114.0,Механическая
T-2093464U,Smart ForTwo,economy,petrol,engine_fuel,0.1,4.061034482758621,175.564390569221,8.132758620689655,17.26086956521739,2.9714285714285715,868,50.672413793103445,16.133175453372115,2014.0,890000.0,71.0,Механическая
t11315883F,Skoda Rapid,economy,petrol,engine_check,0.1,4.802183908045977,185.35037423798485,8.126436781609195,17.823529411764707,3.442857142857143,838,44.247126436781606,10.31312468788446,2019.0,847000.0,90.0,Механическая
I-2073229s,Tesla Model 3,premium,electro,engine_fuel,0.1,4.083850574712644,191.4251456499337,9.213793103448277,20.03703703703704,3.6885714285714286,890,50.8448275862069,14.82670811979259,,,,
r-7396117p,Smart Coupe,economy,petrol,another_bug,0.19,4.874942528735632,189.0,8.081609195402299,16.033898305084747,3.257142857142857,876,45.28735632183908,10.433281613418764,,,,
t-1412384s,Hyundai Solaris,economy,petrol,engine_fuel,0.1,4.279885057471264,151.2532628843147,8.063218390804598,16.50413223140496,4.122857142857143,828,49.45402298850575,14.201101517137555,2020.0,780000.0,100.0,Механическая
E-2041030F,Renault Kaptur,standart,petrol,engine_overheat,0.1,3.826494252873563,192.09862342864,7.850574712643678,9.373563218390805,3.5228571428571427,902,50.5632183908046,15.885574325878572,2020.0,1140000.0,114.0,Механическая
q-1744366u,Kia Rio,economy,petrol,engine_ignition,0.1,3.932241379310345,180.33742944196,8.098850574712644,7.655172413793103,3.648571428571429,932,49.22988505747127,13.919006965297724,2020.0,944900.0,100.0,Механическая
E17823137X,Skoda Rapid,economy,petrol,engine_check,0.1,4.557873563218391,160.0,8.010919540229885,17.693693693693692,3.0742857142857143,969,43.48275862068966,10.50665857572941,2019.0,847000.0,90.0,Механическая
n34490222d,Smart ForFour,economy,petrol,break_bug,0.34,5.306609195402299,109.86858266402,8.066666666666666,8.005747126436782,3.4028571428571426,921,44.07471264367816,11.444267751490964,2014.0,890000.0,71.0,Механическая
k20675157L,Skoda Rapid,economy,petrol,engine_ignition,0.1,3.976609195402298,194.28309741249984,8.067241379310346,7.839080459770115,2.4657142857142857,964,51.30459770114943,14.251022947126716,2019.0,847000.0,90.0,Механическая
x-1548714k,VW Polo VI,economy,petrol,engine_check,0.1,4.461091954022988,157.0,8.164942528735633,21.025641025641026,2.6342857142857143,826,43.83908045977012,10.039083811475807,,,,
A14861843I,Smart ForTwo,economy,petrol,electro_bug,0.0,4.653908045977011,200.0,7.955172413793104,6.902298850574713,2.794285714285714,934,46.54022988505747,12.9884827574244,2014.0,890000.0,71.0,Механическая
H-1457815L,Renault Kaptur,standart,petrol,electro_bug,0.0,4.357068965517241,200.0,7.952298850574713,6.982758620689655,3.091428571428572,828,50.270114942528735,15.271020686878856,2020.0,1140000.0,114.0,Механическая
R-1948335X,VW Tiguan,economy,petrol,engine_ignition,0.1,3.833908045977012,190.699191206676,8.027011494252873,7.086206896551724,2.9457142857142857,917,51.50574712643678,16.7700349083077,,,,
C20191765o,Kia Rio X,economy,petrol,engine_ignition,0.1,4.160977011494253,190.52165351580223,8.033333333333333,7.82183908045977,3.0285714285714285,791,49.07471264367816,13.188282751748629,2020.0,944900.0,100.0,Механическая
R16773550u,Renault Sandero,standart,petrol,engine_fuel,0.1,4.300804597701149,164.9580151985662,8.072988505747126,16.5327868852459,3.271428571428572,869,50.14367816091954,14.150595495134445,2018.0,697000.0,82.0,Механическая
f18945419X,Kia Rio X,economy,petrol,engine_check,0.1,4.71735632183908,160.0,8.143103448275863,15.373134328358208,2.6942857142857144,924,44.03448275862069,10.023611749538256,2020.0,944900.0,100.0,Механическая
z-3485115T,Skoda Rapid,economy,petrol,break_bug,0.1,5.419827586206896,103.7654839736524,8.013218390804598,6.850574712643678,3.5342857142857143,917,44.10344827586207,10.22355263609913,2019.0,847000.0,90.0,Механическая
C-4073157k,Smart ForTwo,economy,petrol,engine_overheat,0.1,4.082068965517241,189.10811147067693,7.860344827586207,8.872832369942197,3.8085714285714287,1130,51.12643678160919,13.520529966783313,2014.0,890000.0,71.0,Механическая
u21310295q,Kia Sportage,standart,petrol,engine_check,0.1,4.543620689655173,148.73827289162776,8.052873563218391,17.674603174603174,2.797142857142857,888,45.172413793103445,11.322601976895925,2018.0,1544900.0,150.0,Механическая
N-9781014K,VW Polo VI,economy,petrol,another_bug,0.49,4.411724137931034,200.0,8.02471264367816,18.852459016393443,3.942857142857143,970,44.4367816091954,10.752820465514636,,,,
t22511448x,Smart ForTwo,economy,petrol,gear_stick,0.1,4.525574712643678,100.9948025376596,7.898275862068965,10.028735632183908,2.7,868,45.195402298850574,10.75081831052365,2014.0,890000.0,71.0,Механическая
T-4883335x,Kia Rio X-line,economy,petrol,wheel_shake,0.1,4.457988505747127,133.3321951547292,8.047701149425286,16.220338983050848,3.4228571428571426,1014,45.45402298850575,10.576211769736478,2020.0,944900.0,100.0,Механическая
q12245711E,Nissan Qashqai,standart,petrol,engine_check,0.1,4.619080459770115,161.0997471912929,8.008045977011495,16.82882882882883,3.031428571428571,807,44.55172413793103,11.104608865269768,2017.0,1413000.0,115.0,Механическая
B-6461335O,Hyundai Solaris,economy,petrol,engine_fuel,0.1,4.204942528735632,173.79598238709053,8.075287356321839,17.212598425196852,3.64,927,49.51149425287356,14.541445056936311,2020.0,780000.0,100.0,Механическая
q15170801B,Kia Sportage,standart,petrol,gear_stick,0.1,4.439137931034483,112.58545404837054,7.825862068965518,9.06896551724138,3.174285714285714,941,45.78735632183908,9.758094959981864,2018.0,1544900.0,150.0,Механическая
W18060288Q,Kia Rio,economy,petrol,gear_stick,0.1,4.679827586206897,127.0640262308025,7.801149425287357,8.959770114942529,3.242857142857143,921,45.45977011494253,11.99692118278363,2020.0,944900.0,100.0,Механическая
b21711455K,Nissan Qashqai,standart,petrol,gear_stick,0.1,4.4991954022988505,106.81863261934254,7.858045977011494,9.189655172413794,4.3,1011,44.52873563218391,9.16053243329762,2017.0,1413000.0,115.0,Механическая
j20079629P,Smart Coupe,economy,petrol,gear_stick,0.1,4.26764367816092,117.76445503883656,7.810919540229884,8.844827586206897,3.8142857142857145,919,45.293103448275865,10.382859297493576,,,,
C11747534v,VW Polo VI,economy,petrol,engine_ignition,0.1,4.1048850574712645,170.58183931539165,8.067816091954024,7.763005780346821,3.011428571428572,874,48.72413793103448,14.183919621956996,,,,
M58894937r,Renault Kaptur,standart,petrol,engine_fuel,0.1,4.321666666666667,185.3314579596784,8.086781609195402,16.396551724137932,2.4971428571428573,936,49.66091954022989,14.0010309803857,2020.0,1140000.0,114.0,Механическая
A11922887f,Smart Coupe,economy,petrol,electro_bug,0.0,4.012586206896552,200.0,7.98448275862069,7.028735632183908,3.8685714285714288,783,50.61494252873563,13.588757923526066,,,,
n12377024x,Smart ForFour,economy,petrol,electro_bug,0.0,4.12183908045977,179.57601135973212,7.972988505747126,7.011494252873563,2.242857142857143,818,50.57471264367816,14.211151026597534,2014.0,890000.0,71.0,Механическая
L-1227525r,VW Tiguan,economy,petrol,engine_ignition,0.1,3.9513218390804594,184.72850668466407,7.922988505747126,6.626436781609195,2.5,825,51.5919540229885,17.234195865847134,,,,
i-1095441d,Renault Sandero,standart,petrol,engine_fuel,0.1,3.934885057471264,167.75301963093466,8.127586206896552,16.418803418803417,3.7542857142857136,963,49.08620689655172,13.961074477206347,2018.0,697000.0,82.0,Механическая
c12597990Y,Smart ForTwo,economy,petrol,engine_check,0.1,4.690459770114942,153.3012400111095,8.065517241379311,16.633333333333333,2.942857142857143,769,44.82183908045977,10.661224921623525,2014.0,890000.0,71.0,Механическая
Q86719011p,Smart Coupe,economy,petrol,wheel_shake,0.23,4.551379310344828,134.65082866366842,8.194827586206896,15.151785714285714,2.665714285714285,816,45.12068965517241,11.01141433987483,,,,
S-7961176I,VW Polo,economy,petrol,engine_overheat,0.1,4.106379310344828,184.3636526334513,7.872988505747127,9.218390804597702,3.66,971,48.88505747126437,13.894670070032593,,,,
i-2288384f,Mini Cooper,business,petrol,another_bug,0.1,4.796609195402299,184.2033992791669,8.170689655172414,16.088709677419356,3.185714285714285,795,44.2183908045977,10.629248868079443,2014.0,1950000.0,231.0,Классический автомат
U16614632F,Kia Rio,economy,petrol,engine_overheat,0.1,4.007816091954023,197.98156520699283,7.791379310344828,9.589595375722544,2.862857142857143,908,49.867816091954026,15.328005230163658,2020.0,944900.0,100.0,Механическая
U-7130411Q,MINI CooperSE,business,electro,break_bug,0.57,5.438505747126436,123.18860425692117,8.031609195402298,7.362068965517241,3.531428571428571,981,43.66091954022989,10.976852748369398,2014.0,1950000.0,231.0,Классический автомат
q22813846g,Kia Rio,economy,petrol,wheel_shake,0.1,4.617471264367817,131.01920044475034,8.087356321839081,15.821428571428571,5.02,1077,43.62068965517241,9.93125664159194,2020.0,944900.0,100.0,Механическая
i-7530121C,Smart ForFour,economy,petrol,electro_bug,0.0,4.195229885057471,191.6093606774345,7.987931034482759,7.563218390804598,3.2657142857142856,811,50.11494252873563,13.921269365547206,2014.0,890000.0,71.0,Механическая
g-1991724F,Smart ForTwo,economy,petrol,break_bug,0.7,5.422011494252874,122.75015985501189,8.057471264367816,7.747126436781609,3.591428571428572,933,43.0,9.658324750919263,2014.0,890000.0,71.0,Механическая
P12661886a,Kia Rio,economy,petrol,electro_bug,0.0,4.074655172413793,200.0,7.979885057471264,7.260115606936416,3.4885714285714284,886,48.41379310344828,13.545087819069709,2020.0,944900.0,100.0,Механическая
j-2223695S,Mini Cooper,business,petrol,engine_fuel,0.1,3.881436781609196,173.91675930173494,8.16551724137931,15.19672131147541,3.991428571428571,1063,51.91379310344828,15.063585249139807,2014.0,1950000.0,231.0,Классический автомат
B-2081255O,Smart Coupe,economy,petrol,gear_stick,0.1,4.541149425287356,113.75662914179296,7.840229885057472,9.24712643678161,2.98,849,45.672413793103445,10.724163086633396,,,,
H97221372X,VW Tiguan,economy,petrol,another_bug,0.1,4.686034482758621,184.0,8.108045977011495,16.80952380952381,3.5971428571428574,917,46.09770114942529,10.52147242395167,,,,
O-2020503H,VW Polo VI,economy,petrol,electro_bug,0.0,4.044540229885057,192.0,7.963218390804597,7.540229885057471,4.2057142857142855,959,50.44252873563219,15.110178265333335,,,,
G15670643N,Nissan Qashqai,standart,petrol,engine_overheat,0.1,3.96,188.4173196113646,7.853448275862069,9.028735632183908,4.177142857142857,927,50.747126436781606,15.80423473710574,2017.0,1413000.0,115.0,Механическая
M-1335244r,Smart ForTwo,economy,petrol,gear_stick,0.63,4.601609195402299,111.65740562735644,7.845977011494253,9.086206896551724,4.2942857142857145,914,44.06896551724138,9.88756807267933,2014.0,890000.0,71.0,Механическая
c53045565g,Volkswagen ID.4 ,premium,electro,engine_ignition,0.1,4.129827586206897,185.91128001715305,9.16896551724138,11.815028901734104,2.482857142857143,921,50.22413793103448,14.959339615707997,,,,
Q19862548Q,Renault Sandero,standart,petrol,break_bug,0.13,5.408160919540229,107.64436184784348,8.00919540229885,7.9655172413793105,4.54,746,43.89655172413793,9.898367335168636,2018.0,697000.0,82.0,Механическая
x24297410X,Hyundai Solaris,economy,petrol,engine_fuel,0.1,3.9167241379310345,167.6365142035967,8.028735632183908,17.6218487394958,3.5885714285714285,909,48.38505747126437,13.969661833086084,2020.0,780000.0,100.0,Механическая
n-2248103n,Renault Sandero,standart,petrol,engine_overheat,0.1,3.999712643678161,196.1186333118172,7.791379310344828,9.28735632183908,2.585714285714286,998,50.27586206896552,14.204688353422586,2018.0,697000.0,82.0,Механическая
J-1564265f,Skoda Rapid,economy,petrol,another_bug,0.1,4.777586206896552,171.0,8.117816091954023,16.54471544715447,3.6628571428571424,965,43.45402298850575,10.105550521969086,2019.0,847000.0,90.0,Механическая
z-8396890u,Renault Kaptur,standart,petrol,gear_stick,0.1,4.412471264367816,115.51303148209732,7.84367816091954,9.22543352601156,4.4,964,45.09770114942529,11.370619039599298,2020.0,1140000.0,114.0,Механическая
S-1235434W,Kia Rio X-line,economy,petrol,another_bug,0.18,4.630574712643679,200.0,8.163218390804598,13.11111111111111,3.185714285714285,833,44.66666666666666,9.53444217920448,2020.0,944900.0,100.0,Механическая
W-7286692g,Renault Kaptur,standart,petrol,engine_overheat,0.1,4.10132183908046,199.6325701245877,7.870689655172414,9.745664739884392,3.414285714285714,882,49.45977011494253,14.484837276597425,2020.0,1140000.0,114.0,Механическая
l-1076081s,Skoda Rapid,economy,petrol,electro_bug,0.0,4.404885057471264,200.0,7.912643678160919,7.183908045977011,3.8371428571428576,812,51.27586206896552,15.084877130380232,2019.0,847000.0,90.0,Механическая
s13888728i,Smart ForFour,economy,petrol,wheel_shake,0.18,4.829597701149425,170.14233159736176,8.116666666666667,15.075,3.2,820,43.95977011494253,10.805350417025291,2014.0,890000.0,71.0,Механическая
f-1599161k,Smart ForFour,economy,petrol,engine_fuel,0.1,4.28683908045977,176.56882454330966,8.094827586206897,16.92622950819672,2.9285714285714284,941,50.27586206896552,14.790787364810525,2014.0,890000.0,71.0,Механическая
k13011549U,Renault Sandero,standart,petrol,break_bug,0.13,5.234137931034483,110.49570189126256,7.969540229885058,7.045977011494253,2.7485714285714287,773,44.5919540229885,10.328150189319189,2018.0,697000.0,82.0,Механическая
v13208941X,Kia Rio,economy,petrol,engine_check,0.1,4.532068965517242,159.0,8.07183908045977,17.637096774193548,2.648571428571429,1043,44.793103448275865,10.298591778737263,2020.0,944900.0,100.0,Механическая
b-1380770L,Smart ForTwo,economy,petrol,engine_fuel,0.1,4.210344827586207,201.348446594179,8.058045977011494,16.653225806451612,3.205714285714286,942,49.689655172413794,14.649121850086184,2014.0,890000.0,71.0,Механическая
X22359217a,Kia Rio X,economy,petrol,gear_stick,0.1,4.445574712643678,122.47594198247548,7.88448275862069,8.861271676300579,3.72,977,44.48275862068966,10.374894184532348,2020.0,944900.0,100.0,Механическая
C50359433E,VW Polo VI,economy,petrol,gear_stick,0.1,4.593505747126437,92.77382321438404,7.893103448275863,8.758620689655173,3.7314285714285713,849,43.37931034482759,9.617230898624856,,,,
v22254568R,Smart ForFour,economy,petrol,another_bug,0.24,4.483275862068965,200.0,8.110919540229885,16.81896551724138,3.5228571428571427,905,44.2816091954023,10.44036219263685,2014.0,890000.0,71.0,Механическая
l13884760f,Kia Rio X,economy,petrol,wheel_shake,0.1,4.374597701149425,140.4734336074748,8.005747126436782,14.688524590163937,3.1314285714285712,820,44.82758620689656,11.360317198770783,2020.0,944900.0,100.0,Механическая
W17936165j,Skoda Rapid,economy,petrol,gear_stick,0.43,4.332183908045977,96.3622257423051,7.839080459770115,8.839080459770114,3.5628571428571427,950,44.189655172413794,10.014077195475297,2019.0,847000.0,90.0,Механическая
S-3511294t,Kia Rio X,economy,petrol,gear_stick,0.1,4.331896551724138,108.35003124414597,7.788505747126437,8.775862068965518,3.191428571428572,880,45.333333333333336,9.974727216536602,2020.0,944900.0,100.0,Механическая
