model,car_type,fuel_type,max_speed,avg_destroy_degree,speed_avg_mean,speed_avg_std,min_rating,mean_rating,driver_rating_mean,driver_accident_mean,total_work_duration,target_class,target_reg
Kia Rio X-line,economy,petrol,178.88041379070444,3.9285714285714284,49.18390804597701,14.564608887221732,0.0,4.205172413793104,7.986206896551724,7.574712643678161,933,electro_bug,27.76
MINI CooperSE,business,electro,200.0,3.6628571428571424,43.89655172413793,10.740808123178052,0.56,4.61051724137931,8.108620689655172,18.175925925925927,891,another_bug,118.37
Mini Cooper,business,petrol,117.9614761947394,3.908571428571429,44.235632183908045,10.173449259186741,0.1,5.328275862068965,8.104022988505747,7.172413793103448,928,break_bug,38.0
Volkswagen ID.4 ,premium,electro,196.6838493617104,4.217142857142857,50.99425287356322,15.066518070862159,0.0,4.333735632183909,9.120114942528737,11.430232558139535,1034,electro_bug,39.73
Kia Rio X,economy,petrol,119.0,3.5457142857142854,43.64367816091954,9.172057353937193,0.1,4.807528735632184,8.085632183908046,15.178861788617887,971,wheel_shake,39.64
Smart ForTwo,economy,petrol,131.5501485557683,3.8685714285714288,45.07471264367816,8.445688004579985,0.1,4.630632183908046,8.083908045977012,15.887931034482758,937,wheel_shake,34.41
Audi A3,premium,petrol,187.0,3.257142857142857,45.08620689655172,10.446037193292563,0.1,4.6226436781609195,8.101149425287355,17.445454545454545,865,another_bug,80.76
Kia Rio,economy,petrol,99.03531563838712,3.7685714285714287,43.741379310344826,9.882945568776933,0.1,4.6097701149425285,7.7281609195402305,8.867816091954023,934,gear_stick,24.38
Kia Rio X-line,economy,petrol,185.0,3.394285714285714,49.95402298850575,13.890911110063177,0.1,4.052413793103448,7.760919540229885,8.739884393063583,971,engine_overheat,31.53
Hyundai Solaris,economy,petrol,175.73641608126175,3.04,43.89655172413793,10.09038285650999,0.1,4.729310344827586,8.114367816091955,14.53781512605042,970,another_bug,67.81
VW Tiguan,economy,petrol,170.55406490945566,3.6542857142857144,48.275862068965516,13.777496651874962,0.1,4.2683908045977015,7.823563218390804,8.84393063583815,933,engine_overheat,66.79
Hyundai Solaris,economy,petrol,100.84513781705256,4.48,44.52873563218391,8.176293209423731,0.1,4.477586206896552,7.7683908045977015,8.867816091954023,1183,gear_stick,22.67
Renault Sandero,standart,petrol,106.03719613056232,3.797142857142857,44.14942528735632,10.58139793821004,0.1,5.2988505747126435,8.086206896551724,7.583815028901734,1019,break_bug,37.26
Smart ForFour,economy,petrol,180.7002829859832,3.0457142857142854,50.02298850574713,14.488964915134748,0.1,4.081666666666667,7.982183908045977,7.132183908045977,1070,engine_ignition,65.26
Renault Sandero,standart,petrol,177.71225095854282,3.262857142857143,49.39655172413793,14.336911803585286,0.0,4.346206896551724,7.994827586206896,7.396551724137931,796,electro_bug,39.56
Smart Coupe,economy,petrol,141.8255095846796,2.9085714285714284,44.88505747126437,11.832086567466895,0.1,4.732701149425288,8.182758620689654,17.614035087719298,882,wheel_shake,40.94
Audi A4,premium,petrol,182.46134233740187,3.9714285714285715,51.53448275862069,14.458090341414742,0.0,4.370747126436782,8.07183908045977,6.982658959537572,1009,electro_bug,37.39
Kia Sportage,standart,petrol,180.13207820463953,2.8285714285714287,49.706896551724135,14.85616038199625,0.1,4.171781609195402,8.045402298850576,7.844827586206897,890,engine_ignition,68.23
VW Polo VI,economy,petrol,177.35574953052634,3.702857142857143,50.247126436781606,15.341276364143603,0.1,3.8628735632183906,7.7844827586206895,8.764367816091953,938,engine_overheat,41.55
Hyundai Solaris,economy,petrol,189.0,4.122857142857143,44.689655172413794,9.487211160449101,0.4,4.813103448275863,8.124712643678162,18.076271186440678,1003,another_bug,79.28
Tesla Model 3,premium,electro,197.93890089761868,2.64,51.59770114942529,15.85079255881365,0.1,3.8398275862068965,9.21264367816092,12.045977011494253,914,engine_ignition,119.84
Nissan Qashqai,standart,petrol,179.24767547985363,3.0971428571428574,49.706896551724135,13.790348414310658,0.1,3.977816091954023,7.968390804597701,7.402298850574713,1119,engine_ignition,53.42
Smart ForFour,economy,petrol,111.62281915585216,3.5714285714285716,44.1551724137931,9.785210718938673,0.81,5.327298850574713,8.052873563218391,7.735632183908046,957,break_bug,29.15
Mercedes-Benz E200,business,petrol,123.2425723826531,3.791428571428571,44.53448275862069,10.620977471385476,0.15,5.3470114942528735,8.145977011494253,7.160919540229885,861,break_bug,30.3
Renault Kaptur,standart,petrol,200.0,3.748571428571428,45.82183908045977,10.682890272539135,0.1,4.501264367816092,8.091379310344829,18.0,805,another_bug,77.09
Renault Kaptur,standart,petrol,166.58752001594092,4.405714285714286,48.94827586206897,14.016203357105578,0.1,4.204425287356322,8.086206896551724,15.448,920,engine_fuel,20.21
Skoda Rapid,economy,petrol,163.0,2.7885714285714283,45.90229885057471,10.830629623310902,0.1,4.461781609195403,8.035632183908046,15.504347826086956,978,engine_check,51.97
VW Tiguan,economy,petrol,185.64359038980064,2.3514285714285714,44.804597701149426,9.690993471337064,0.1,4.514885057471265,8.104597701149425,17.867768595041323,810,another_bug,141.63
Hyundai Solaris,economy,petrol,101.11814965462742,3.7714285714285714,44.10344827586207,9.134239065230192,0.73,4.621206896551724,7.795977011494253,8.641618497109826,882,gear_stick,24.38
Kia Rio,economy,petrol,103.81248834033856,3.4771428571428573,45.78735632183908,10.006105703622646,0.1,4.443275862068965,7.833908045977011,8.959537572254336,901,gear_stick,26.27
Nissan Qashqai,standart,petrol,173.42811643954593,3.417142857142857,47.1551724137931,13.88074941439985,0.0,4.430977011494253,8.014367816091953,7.597701149425287,943,electro_bug,31.56
Nissan Qashqai,standart,petrol,200.0,3.9285714285714284,50.05172413793103,14.350391121285336,0.0,4.104022988505747,8.027586206896551,7.557471264367816,852,electro_bug,26.11
Nissan Qashqai,standart,petrol,161.09125877225728,3.434285714285714,48.93103448275862,14.132153396326448,0.1,4.056494252873564,8.109770114942528,13.472727272727273,927,engine_fuel,28.4
Volkswagen ID.4 ,premium,electro,188.59741134335093,3.94,48.85057471264368,13.259986953351662,0.0,4.170344827586207,9.163793103448276,11.624277456647398,840,electro_bug,44.19
Smart ForTwo,economy,petrol,173.83760363759174,4.025714285714286,47.94252873563219,13.915813204852554,0.1,4.427988505747127,7.8660919540229886,8.947976878612717,1070,engine_overheat,29.05
Mini Cooper,business,petrol,196.3950685740848,4.8828571428571435,49.81609195402299,13.478759771793367,0.1,4.1354597701149425,7.954597701149424,9.78735632183908,1126,engine_overheat,41.68
Renault Kaptur,standart,petrol,170.0,2.8285714285714287,44.08620689655172,10.208153517946512,0.1,4.799540229885057,8.155172413793103,15.675438596491228,905,engine_check,45.96
VW Tiguan,economy,petrol,170.0,4.042857142857143,44.5632183908046,10.464585086240845,0.51,4.618908045977012,8.075862068965517,16.433333333333334,990,another_bug,67.77
VW Tiguan,economy,petrol,154.0,2.6542857142857144,45.44252873563219,11.588045785602821,0.22,4.607528735632184,8.064367816091954,13.957264957264957,975,engine_check,70.26
Mercedes-Benz E200,business,petrol,180.08977983165295,3.3771428571428572,50.85632183908046,15.310166641088587,0.1,3.880632183908046,8.25,16.04424778761062,1053,engine_fuel,34.58
Smart Coupe,economy,petrol,105.32102719389552,3.3657142857142857,44.258620689655174,10.649258995894991,0.1,5.379080459770115,8.02183908045977,7.833333333333333,959,break_bug,29.98
VW Polo VI,economy,petrol,200.0,4.088571428571428,44.304597701149426,10.512545855188996,0.1,4.761091954022988,8.048850574712644,14.96694214876033,914,another_bug,58.85
Kia Sportage,standart,petrol,152.0,2.5542857142857143,45.61494252873563,9.763445198054136,0.1,4.51264367816092,8.145402298850575,16.458333333333332,939,engine_check,55.42
Smart Coupe,economy,petrol,114.76509097859255,3.9257142857142857,44.833333333333336,12.04907275032323,0.1,5.412471264367816,8.001149425287357,7.879310344827586,969,break_bug,35.02
VW Tiguan,economy,petrol,199.7084807115582,3.657142857142857,48.94827586206897,13.830630010593664,0.1,4.464540229885058,7.867816091954023,8.75,876,engine_overheat,45.16
Skoda Rapid,economy,petrol,182.0,2.8685714285714288,45.21264367816092,10.563633818178058,0.12,4.626839080459771,8.104022988505747,19.81896551724138,849,another_bug,96.29
Kia Rio X,economy,petrol,177.34619898603324,3.62,46.666666666666664,11.987147902492216,0.0,4.269195402298851,7.998275862068966,7.816091954022989,904,electro_bug,31.56
Renault Kaptur,standart,petrol,170.80161790957587,4.8,49.45402298850575,15.147660912525595,0.1,4.048045977011494,8.13448275862069,19.2,1097,engine_fuel,36.5
Smart ForFour,economy,petrol,176.0,3.565714285714286,43.51149425287356,9.656372603537433,0.1,4.862528735632184,8.081609195402299,15.903508771929825,871,another_bug,84.19
Kia Rio X-line,economy,petrol,160.5678304383427,3.56,44.729885057471265,9.755480036274841,0.1,4.5569540229885055,8.075862068965517,15.73015873015873,1064,engine_check,46.92
Nissan Qashqai,standart,petrol,114.19524256557168,4.148571428571429,44.270114942528735,10.758597744141094,0.1,5.401551724137931,7.980459770114942,7.586206896551724,1037,break_bug,22.05
Fiat 500,business,petrol,114.5217583367471,4.08,45.42528735632184,9.890302582684953,0.1,5.2011494252873565,8.044827586206896,7.554913294797688,791,break_bug,28.82
Hyundai Solaris,economy,petrol,106.45619950639012,3.3028571428571425,45.46551724137931,10.634031178018839,0.1,4.476896551724138,7.848275862068965,8.971098265895954,969,gear_stick,37.95
VW Polo VI,economy,petrol,165.08162854101622,3.005714285714286,43.81609195402299,9.951360014680636,0.1,4.664655172413793,8.11896551724138,20.008474576271187,953,engine_check,48.42
Kia Rio,economy,petrol,122.2181943751335,3.2,45.60919540229885,11.603623434321191,0.1,4.4927011494252875,7.801149425287357,9.03448275862069,943,gear_stick,38.08
Renault Kaptur,standart,petrol,151.0,2.5742857142857143,44.5919540229885,10.978178233012656,0.1,4.521091954022988,8.0183908045977,15.165289256198347,1014,engine_check,58.58
Kia Sportage,standart,petrol,200.0,3.86,43.833333333333336,10.336021155809103,0.1,4.5504597701149425,8.117816091954023,18.03846153846154,970,another_bug,62.98
Kia Sportage,standart,petrol,106.16985302030646,3.5942857142857143,44.5632183908046,10.394197079846462,0.42,4.467413793103448,7.838505747126438,9.195402298850574,919,gear_stick,37.83
Renault Kaptur,standart,petrol,171.83444621108544,3.1514285714285712,49.867816091954026,14.7933666923101,0.1,3.810402298850575,8.058045977011494,8.10344827586207,996,engine_ignition,56.67
Renault Sandero,standart,petrol,196.90095564067087,4.025714285714286,50.03448275862069,14.745978800045021,0.1,4.054942528735632,8.028735632183908,18.774774774774773,960,engine_fuel,37.3
Kia Sportage,standart,petrol,115.20223344034596,4.448571428571428,45.55172413793103,10.05965859829307,0.22,5.372701149425287,8.051149425287356,7.4655172413793105,906,break_bug,30.75
Smart Coupe,economy,petrol,175.09531917429993,2.1028571428571428,48.37931034482759,13.569552264337041,0.1,4.462816091954023,8.07183908045977,14.30952380952381,915,engine_fuel,47.11
Kia Rio X,economy,petrol,200.0,4.031428571428571,43.02873563218391,9.666955908786512,0.1,4.7716666666666665,8.054597701149426,13.637931034482758,845,another_bug,72.42
VW Polo,economy,petrol,188.6417358577536,3.734285714285714,50.55747126436781,14.582617986005085,0.0,4.190229885057471,8.03448275862069,7.925287356321839,905,electro_bug,33.41
Hyundai Solaris,economy,petrol,191.3114963781613,3.877142857142857,44.58620689655172,9.799789692373498,0.7,4.753850574712644,8.124137931034483,16.421875,948,another_bug,64.78
Smart ForTwo,economy,petrol,126.75641271723748,4.828571428571428,44.55172413793103,9.964397456110659,0.1,4.683103448275862,8.05,16.333333333333332,965,wheel_shake,28.56
Kia Rio,economy,petrol,185.58689860628348,3.205714285714286,49.8448275862069,14.273709683203968,0.1,4.185402298850574,7.9781609195402305,7.0,1001,engine_ignition,66.68
Nissan Qashqai,standart,petrol,200.0,3.4457142857142857,44.53448275862069,10.0488095241328,0.1,4.71028735632184,8.105172413793102,16.95,939,another_bug,59.98
Kia Rio,economy,petrol,183.25678676328377,3.065714285714286,47.827586206896555,13.404948526830541,0.1,4.330632183908046,8.047126436781609,8.091954022988507,1004,engine_ignition,60.52
Skoda Rapid,economy,petrol,108.57269878903112,3.0771428571428574,42.758620689655174,9.391873891632725,0.4,5.1755172413793105,7.989655172413793,6.839080459770115,866,break_bug,46.01
Renault Kaptur,standart,petrol,167.00473178925046,3.8857142857142857,49.59770114942529,13.711696850604914,0.0,4.331091954022988,8.074712643678161,7.908045977011494,902,electro_bug,38.81
VW Polo VI,economy,petrol,152.41342806125954,3.96,44.706896551724135,11.746368698290247,0.1,4.649367816091954,8.060344827586206,17.58974358974359,1146,wheel_shake,24.64
Renault Kaptur,standart,petrol,106.87202372928688,4.2457142857142856,44.672413793103445,9.542217597774469,0.1,4.554827586206897,7.840804597701149,10.051724137931034,957,gear_stick,26.64
VW Tiguan,economy,petrol,109.85120192005418,3.582857142857143,43.96551724137931,10.179826220011968,0.22,4.552643678160919,7.79655172413793,9.699421965317919,951,gear_stick,29.57
Mercedes-Benz GLC,business,petrol,101.2438954401855,3.117142857142857,44.04597701149425,9.108095929867922,0.1,5.255,8.459195402298851,8.666666666666666,956,break_bug,41.84
Smart ForTwo,economy,petrol,110.7531086810274,3.6599999999999997,43.45977011494253,9.356527933787678,0.1,5.538275862068965,8.017241379310345,7.236994219653179,843,break_bug,34.29
VW Polo,economy,petrol,163.0,3.04,44.810344827586206,10.29808371514361,0.1,4.416781609195402,8.089080459770114,17.608695652173914,840,engine_check,59.83
Skoda Rapid,economy,petrol,119.55876866519844,3.9542857142857146,45.724137931034484,10.504818223079361,0.1,4.404252873563219,7.773563218390804,9.080459770114942,925,gear_stick,25.26
Hyundai Solaris,economy,petrol,199.87641391507475,2.3857142857142857,49.298850574712645,15.107411144982937,0.1,4.416609195402299,7.862068965517241,9.560693641618498,845,engine_overheat,48.24
Kia Rio X,economy,petrol,179.0,2.9085714285714284,49.39655172413793,14.188988226247579,0.1,4.275747126436782,7.913218390804598,7.120689655172414,1061,engine_ignition,61.21
Kia Rio X-line,economy,petrol,101.6689256280214,4.502857142857143,44.46551724137931,9.207716386835266,0.1,4.5504597701149425,7.749425287356322,9.46551724137931,954,gear_stick,38.44
Kia Rio X-line,economy,petrol,165.0,3.1542857142857144,43.21264367816092,10.010726092606998,0.1,4.496954022988506,8.055172413793104,16.722689075630253,828,engine_check,44.22
Hyundai Solaris,economy,petrol,119.0,3.5542857142857143,42.87931034482759,9.49367465637853,0.1,4.470689655172413,8.174712643678161,15.879310344827585,844,wheel_shake,40.46
Kia Rio X-line,economy,petrol,144.9236684304933,3.774285714285714,44.00574712643678,9.268317046997378,0.1,4.5424712643678165,8.027011494252873,15.03448275862069,958,wheel_shake,33.16
Skoda Rapid,economy,petrol,200.0,3.157142857142857,44.78735632183908,10.104406462765954,0.1,4.68948275862069,8.136206896551725,16.919354838709676,879,another_bug,92.21
Renault Sandero,standart,petrol,189.0,2.4771428571428573,49.71264367816092,14.342957060802473,0.1,4.1161494252873565,8.046551724137931,7.247126436781609,971,engine_ignition,52.92
Hyundai Solaris,economy,petrol,193.72848926548724,2.46,50.14942528735632,14.196823495263207,0.1,4.19264367816092,7.802873563218391,9.398843930635838,916,engine_overheat,37.71
Renault Sandero,standart,petrol,162.0,2.7514285714285713,44.52298850574713,8.95570604620285,0.23,4.5552873563218395,8.032758620689656,15.917355371900827,861,engine_check,43.79
Skoda Rapid,economy,petrol,167.1674520942073,3.5542857142857143,49.40229885057471,13.961101841435552,0.1,4.301091954022988,7.810919540229884,9.005747126436782,1007,engine_overheat,48.74
Renault Sandero,standart,petrol,178.17751614176044,2.9971428571428573,53.132183908045974,16.1377666708269,0.1,3.952183908045977,7.750574712643678,9.120689655172415,866,engine_overheat,53.54
Hyundai Solaris,economy,petrol,172.43235145022084,3.9,49.701149425287355,14.546012259709663,0.1,3.95867816091954,8.12816091954023,17.82051282051282,969,engine_fuel,24.11
Nissan Qashqai,standart,petrol,193.53145468203127,2.9,50.92528735632184,14.371219781543756,0.1,3.832758620689655,7.945977011494253,7.919540229885057,924,engine_ignition,53.08
Renault Sandero,standart,petrol,182.98594331054116,3.174285714285714,49.53448275862069,14.30576364373244,0.1,3.9008045977011494,8.132183908045977,16.672,944,engine_fuel,33.86
VW Tiguan,economy,petrol,155.0,2.525714285714286,44.32183908045977,10.853191909890597,0.1,4.594540229885058,8.167241379310344,18.59016393442623,920,engine_check,66.37
Renault Sandero,standart,petrol,181.98236755145385,2.0,45.07471264367816,11.169743590712677,0.1,4.812471264367816,8.025862068965518,16.063492063492063,856,another_bug,134.49
Kia Rio,economy,petrol,155.35943497090815,2.86,44.01149425287356,10.71705922573649,0.1,4.3404597701149426,8.068965517241379,17.271929824561404,978,engine_check,46.3
Renault Kaptur,standart,petrol,184.97885689471445,2.8971428571428572,49.333333333333336,15.22218237387487,0.0,4.244597701149425,7.983908045977012,6.896551724137931,939,electro_bug,36.83
Smart ForFour,economy,petrol,136.5631993628769,3.797142857142857,43.81609195402299,9.514854508356658,0.1,4.797701149425287,8.188505747126436,13.907563025210084,944,wheel_shake,24.63
Kia Sportage,standart,petrol,107.12110997928325,3.5914285714285716,44.97701149425287,10.391723041931684,0.1,4.322298850574713,7.86896551724138,10.017241379310345,949,gear_stick,28.83
VW Polo,economy,petrol,184.04657814705797,3.3400000000000003,49.1551724137931,13.023058772680526,0.0,4.190574712643678,7.999425287356322,7.126436781609195,926,electro_bug,35.15
Hyundai Solaris,economy,petrol,171.38565320819606,2.72,49.764367816091955,13.72844376086172,0.1,3.95448275862069,8.075287356321839,19.89430894308943,921,engine_fuel,40.74
VW Polo VI,economy,petrol,144.68007045394725,4.031428571428571,44.43103448275862,11.272933570885696,0.1,4.691781609195402,8.099425287356322,15.120967741935484,970,wheel_shake,23.88
Kia Rio X-line,economy,petrol,183.7555958144764,3.3200000000000003,49.48275862068966,14.654291382726038,0.1,4.308218390804598,7.991379310344827,7.327586206896552,1041,engine_ignition,55.43
Smart ForTwo,economy,petrol,182.0,4.585714285714285,43.758620689655174,9.686968204748103,0.19,4.719827586206897,8.022988505747126,14.025862068965518,904,another_bug,68.88
VW Polo,economy,petrol,165.0,2.557142857142857,45.735632183908045,10.82969560160704,0.1,4.845114942528736,8.10919540229885,15.206611570247935,960,engine_check,57.42
Nissan Qashqai,standart,petrol,187.02540889036345,3.3400000000000003,50.14942528735632,14.563418209912589,0.0,4.367816091954023,8.040804597701149,8.097701149425287,902,electro_bug,42.45
Kia Rio,economy,petrol,176.89479230406292,3.7057142857142855,48.10344827586207,13.795814463495152,0.1,4.303045977011494,7.890804597701149,9.137931034482758,938,engine_overheat,46.03
Kia Rio X,economy,petrol,179.9190787651696,3.3685714285714288,51.367816091954026,15.66603405296443,0.1,4.390402298850574,7.844827586206897,8.649425287356323,937,engine_overheat,29.98
Smart ForFour,economy,petrol,159.8118230416465,4.271428571428571,44.87356321839081,11.71758679973292,0.1,4.559770114942529,8.102298850574712,12.875,910,wheel_shake,26.73
Nissan Qashqai,standart,petrol,189.1953774676997,3.48,49.47126436781609,15.398250092350898,0.1,4.285977011494253,7.933333333333334,6.931034482758621,867,engine_ignition,51.33
Skoda Rapid,economy,petrol,199.2441297219764,4.122857142857143,45.327586206896555,11.597370537689963,0.1,4.918793103448276,8.070689655172414,12.594594594594595,1028,another_bug,63.2
Smart ForTwo,economy,petrol,197.3488342214413,3.2314285714285713,48.28735632183908,13.865921168432319,0.0,4.216609195402299,8.00632183908046,7.554913294797688,779,electro_bug,37.46
Kia Sportage,standart,petrol,170.57117084233872,3.7714285714285714,49.752873563218394,13.816797509879345,0.1,4.379482758620689,8.068965517241379,17.70769230769231,757,engine_fuel,40.2
VW Polo,economy,petrol,165.00775719347448,3.1885714285714286,49.67816091954023,13.789075220701474,0.1,3.7298850574712645,8.02471264367816,7.2298850574712645,930,engine_ignition,58.96
BMW 320i,business,petrol,182.0728098208202,3.322857142857143,50.88505747126437,16.315123157313167,0.1,4.0987356321839075,8.162068965517241,7.994219653179191,827,engine_ignition,62.87
Smart ForTwo,economy,petrol,163.80455662938178,3.2257142857142855,51.62643678160919,14.78178819949038,0.1,4.155229885057471,8.071264367816093,15.663793103448276,907,engine_fuel,31.07
VW Polo VI,economy,petrol,195.37542113118155,3.922857142857143,45.63793103448276,11.266141831345916,0.1,4.607586206896552,8.158045977011493,14.991869918699187,983,another_bug,54.27
VW Polo,economy,petrol,152.0,3.0114285714285716,43.62068965517241,9.92426975436806,0.1,4.500632183908046,8.03448275862069,11.622047244094489,914,engine_check,57.17
Renault Kaptur,standart,petrol,156.37745626871373,2.6285714285714286,43.87931034482759,10.739281662191951,0.1,4.666666666666667,8.113218390804597,17.666666666666668,932,engine_check,51.5
Hyundai Solaris,economy,petrol,158.0,2.325714285714286,44.63793103448276,9.725180253072633,0.1,4.344080459770115,8.116666666666667,13.448275862068966,881,engine_check,51.67
Kia Sportage,standart,petrol,194.6187935826929,2.8314285714285714,44.201149425287355,10.098921069286073,0.1,4.75,8.149425287356323,18.82758620689655,820,another_bug,99.69
Kia Rio X-line,economy,petrol,171.70381037049765,2.7857142857142856,43.36206896551724,9.818641481902146,0.1,4.661494252873563,8.110344827586207,18.938053097345133,887,engine_check,52.06
Volkswagen ID.4 ,premium,electro,172.73287272790034,3.76,48.339080459770116,14.636440834630104,0.1,4.3148275862068965,9.202298850574714,22.913793103448278,995,engine_fuel,59.2
Kia Rio X-line,economy,petrol,186.740352204099,2.414285714285714,50.39080459770115,14.81590796504383,0.1,4.074080459770115,7.998275862068966,7.431034482758621,923,engine_ignition,59.99
Kia Rio X-line,economy,petrol,172.9839570923501,3.162857142857143,48.71264367816092,14.330458322926496,0.1,4.269252873563219,8.083908045977012,13.94915254237288,839,engine_fuel,38.31
Renault Sandero,standart,petrol,200.0,3.68,45.98850574712644,10.945999087346845,0.1,4.465172413793104,8.220689655172414,16.65546218487395,868,another_bug,74.02
Smart ForTwo,economy,petrol,179.1288217135436,3.3057142857142856,49.02873563218391,12.931758711143342,0.1,4.214137931034482,7.818390804597701,9.369942196531792,916,engine_overheat,55.94
Kia Rio X-line,economy,petrol,191.6489375877553,4.345714285714285,49.2183908045977,14.367533476723494,0.1,4.027298850574713,7.733908045977012,8.803468208092486,924,engine_overheat,26.25
Renault Kaptur,standart,petrol,109.06056841205516,2.9542857142857146,45.252873563218394,10.385871228485012,0.1,4.656551724137931,7.811494252873564,8.994252873563218,1063,gear_stick,36.83
Kia Sportage,standart,petrol,200.0,4.457142857142857,45.1551724137931,11.302158560221615,0.1,4.726264367816092,8.113793103448275,15.6890756302521,1068,another_bug,66.23
VW Polo,economy,petrol,200.0,4.014285714285714,45.695402298850574,11.726866619189973,0.1,4.813103448275863,8.164942528735633,17.04,1052,another_bug,65.08
Smart ForFour,economy,petrol,188.6342478248028,3.142857142857143,50.867816091954026,15.088938598700256,0.1,3.9720114942528735,8.02471264367816,7.635838150289017,1039,engine_ignition,53.52
Kia Rio X-line,economy,petrol,152.92374625779271,3.6685714285714286,44.735632183908045,11.77875011290718,0.1,4.673275862068965,8.088505747126437,15.705882352941176,831,wheel_shake,26.21
Nissan Qashqai,standart,petrol,187.0,4.362857142857142,50.0919540229885,14.639508017814478,0.1,4.031724137931034,7.811494252873564,8.878612716763005,891,engine_overheat,30.8
Audi A3,premium,petrol,167.0,2.6457142857142855,44.38505747126437,11.050384124682557,0.1,4.777068965517242,8.163793103448276,17.029850746268657,898,another_bug,83.29
VW Polo VI,economy,petrol,156.96959240699147,3.551428571428571,49.689655172413794,14.422453868983249,0.1,4.128218390804597,8.10344827586207,15.428571428571429,898,engine_fuel,40.07
Kia Rio,economy,petrol,185.67768456006792,2.4114285714285715,47.97126436781609,12.057870171560744,0.1,4.319540229885058,8.11896551724138,7.787356321839081,954,engine_ignition,64.83
Skoda Rapid,economy,petrol,119.15798030824854,3.7685714285714287,44.7183908045977,11.7761395750677,0.1,5.391264367816092,8.062068965517241,7.448275862068965,933,break_bug,28.41
Kia Rio X,economy,petrol,200.0,3.505714285714286,50.11494252873563,14.544271889454132,0.0,4.161781609195402,8.003448275862068,7.224137931034483,922,electro_bug,32.27
Renault Kaptur,standart,petrol,198.0,4.2,44.91379310344828,10.256735245639465,0.51,4.517471264367816,8.09080459770115,17.150793650793652,1064,another_bug,53.55
Smart ForFour,economy,petrol,110.2657405334196,3.8714285714285714,44.8448275862069,11.046619639574411,0.1,4.303045977011494,7.858620689655173,9.412790697674419,907,gear_stick,39.2
Smart ForTwo,economy,petrol,197.7767277334353,4.008571428571429,51.88505747126437,15.090038276922632,0.1,4.137298850574712,7.773563218390804,8.445086705202312,928,engine_overheat,28.16
Nissan Qashqai,standart,petrol,200.0,3.877142857142857,43.39080459770115,9.817827740667092,0.1,4.615459770114943,7.956896551724138,15.706349206349206,948,another_bug,63.73
Renault Kaptur,standart,petrol,189.06519102776383,2.8142857142857145,48.689655172413794,14.363819628889583,0.1,4.088045977011495,7.9833333333333325,6.954022988505747,940,engine_ignition,54.34
Smart ForTwo,economy,petrol,182.8495399292202,3.1799999999999997,49.82183908045977,14.258447858254291,0.1,4.221379310344828,8.120689655172415,16.69298245614035,995,engine_fuel,42.58
Nissan Qashqai,standart,petrol,107.97792849490942,3.8028571428571425,45.38505747126437,11.19021071707909,0.1,5.416264367816092,8.088505747126437,7.402298850574713,828,break_bug,28.47
Kia Sportage,standart,petrol,177.0,4.111428571428571,48.810344827586206,14.189212987277545,0.1,3.9129885057471263,7.875287356321839,8.695402298850574,870,engine_overheat,36.77
VW Polo,economy,petrol,200.0,4.442857142857143,44.71264367816092,10.335312435721386,0.1,4.4639655172413795,8.067241379310346,18.00854700854701,950,another_bug,66.69
VW Polo,economy,petrol,161.0,2.837142857142857,44.5,10.852532268894613,1.07,4.770977011494253,8.177011494252874,17.931818181818183,789,engine_check,53.99
Kia Rio,economy,petrol,190.9910571353205,2.76,51.172413793103445,15.635077575353536,0.1,4.315344827586207,8.053448275862069,7.491329479768786,845,engine_ignition,53.53
Renault Sandero,standart,petrol,113.63634728881692,4.182857142857143,44.735632183908045,11.426022191648538,0.1,4.410172413793103,7.719540229885058,9.421965317919074,1020,gear_stick,27.74
Nissan Qashqai,standart,petrol,173.38933526851903,3.202857142857143,50.5,14.584713669879498,0.1,4.3839080459770114,7.903448275862069,6.942528735632184,934,engine_ignition,58.94
Kia Rio X-line,economy,petrol,118.75772685687924,4.022857142857143,44.367816091954026,10.88522883377608,0.1,5.424137931034482,7.985632183908046,6.919540229885057,924,break_bug,31.3
Skoda Rapid,economy,petrol,117.36233481360144,4.105714285714285,45.235632183908045,11.179910523300984,0.1,5.240919540229885,8.041379310344828,7.85632183908046,819,break_bug,34.97
Skoda Rapid,economy,petrol,154.02200502555846,3.382857142857143,45.68390804597701,10.288782528101693,0.1,4.792356321839081,8.046551724137931,14.06140350877193,912,wheel_shake,34.11
VW Tiguan,economy,petrol,173.94324748871009,3.76,50.71264367816092,16.17956182089711,0.0,4.463390804597701,7.995402298850575,6.7988505747126435,776,electro_bug,29.13
Smart ForTwo,economy,petrol,171.1905765088318,3.3142857142857145,50.798850574712645,14.12454097061997,0.1,3.7504597701149427,7.970689655172414,15.59349593495935,897,engine_fuel,37.61
Kia Rio X-line,economy,petrol,197.15690117158616,2.7914285714285714,49.735632183908045,15.304961430716553,0.1,4.097701149425287,8.064367816091954,8.086206896551724,839,engine_ignition,53.78
Kia Sportage,standart,petrol,155.0,4.054285714285714,44.40229885057471,10.248879561054117,0.1,4.618160919540229,8.07183908045977,14.53076923076923,940,engine_check,38.49
VW Polo,economy,petrol,116.15033973512249,4.591428571428571,44.98850574712644,10.812638989448958,0.73,5.263505747126437,8.002298850574713,7.4655172413793105,996,break_bug,27.47
Audi A3,premium,petrol,175.00337229479456,4.228571428571429,51.206896551724135,15.212284305164166,0.1,4.1722413793103446,8.141379310344828,16.565891472868216,961,engine_fuel,31.34
