car_id,model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,target_reg,target_class,min_rating,mean_rating,total_distance,max_speed,total_rides,driver_age_mean,driver_rating_mean,driver_accident_mean,fix_count,avg_destroy_degree,total_work_duration,unique_work_types,feature_min_max_diff,feature_corner,feature_mean,feature_shift,feature_start,feature_nans,feature_quant
p71128508c,Kia Rio X-line,economy,petrol,5.08,2014,60071,2016,38.31,engine_fuel,0.1,4.269252873563219,13766708.69376558,172.9839570923501,174,34.195402298850574,8.083908045977012,13.94915254237288,35,3.162857142857143,839,4,59.254,0.0939019556697722,-4.887574712643678,590655,-2.585,0,5.76
T19870933B,Renault Sandero,standart,petrol,3.86,2014,67318,2021,74.02,another_bug,0.1,4.465172413793104,23513597.860885944,200.0,174,32.21264367816092,8.220689655172414,16.65546218487395,35,3.68,868,4,5.002000000000001,-0.059011028263618405,-0.08646551724137931,283327,0.0,0,0.0
L-2146603e,Smart ForTwo,economy,petrol,4.76,2014,60852,2022,55.94,engine_overheat,0.1,4.214137931034482,13946546.468317857,179.1288217135436,174,33.31609195402299,7.818390804597701,9.369942196531792,35,3.3057142857142856,916,4,14.109,-0.15214085310368117,-3.405396551724138,156726,0.0,0,0.0
G13349292r,Kia Rio X-line,economy,petrol,4.58,2011,4370,2020,26.25,engine_overheat,0.1,4.027298850574713,11690199.610810831,191.6489375877553,174,34.06896551724138,7.733908045977012,8.803468208092486,35,4.345714285714285,924,3,14.619,-0.14258766825473126,-3.65414367816092,90246,0.0,0,-0.0
c-4737890p,Renault Kaptur,standart,petrol,5.3,2014,62595,2017,36.83,gear_stick,0.1,4.656551724137931,12507638.731492521,109.06056841205516,174,33.810344827586206,7.811494252873564,8.994252873563218,35,2.9542857142857146,1063,3,85.44399999999999,-0.0190490065132546,-37.94692528735632,398741,-51.65,0,-17.675
S15627573c,Kia Sportage,standart,petrol,4.16,2013,41205,2015,66.23,another_bug,0.1,4.726264367816092,10444605.26021641,200.0,174,32.57471264367816,8.113793103448275,15.6890756302521,35,4.457142857142857,1068,3,53.953,0.0328021460505499,-3.652155172413793,266728,1.602,0,4.8415
X83844922n,VW Polo,economy,petrol,4.44,2013,37310,2020,65.08,another_bug,0.1,4.813103448275863,15886861.702634428,200.0,174,33.206896551724135,8.164942528735633,17.04,35,4.014285714285714,1052,4,57.653,-0.012422649516195108,-14.69217816091954,335252,1.157,0,2.279
y19652944A,Smart ForFour,economy,petrol,1.92,2015,80035,2015,53.52,engine_ignition,0.1,3.9720114942528735,12433751.443794826,188.6342478248028,174,35.10919540229885,8.02471264367816,7.635838150289017,35,3.142857142857143,1039,4,48.583999999999996,-0.031810196713329866,24.829758620689653,719934,1.088,0,33.05975
N-4842662w,Kia Rio X-line,economy,petrol,4.92,2014,62517,2015,26.21,wheel_shake,0.1,4.673275862068965,20587019.391932983,152.92374625779271,174,34.247126436781606,8.088505747126437,15.705882352941176,35,3.6685714285714286,831,5,30.127000000000002,-0.02186938744502846,-0.9815459770114942,187329,9.595,0,3.1195
W-1949796N,Nissan Qashqai,standart,petrol,4.12,2013,43877,2016,30.8,engine_overheat,0.1,4.031724137931034,11810472.703178618,187.0,174,34.55172413793103,7.811494252873564,8.878612716763005,35,4.362857142857142,891,4,70.945,0.03191526654361769,-9.884241379310344,313658,10.83,0,4.26825
u71964968t,Audi A3,premium,petrol,4.3,2017,110826,2019,83.29,another_bug,0.1,4.777068965517242,11477297.679844668,167.0,174,36.5,8.163793103448276,17.029850746268657,35,2.6457142857142855,898,4,73.41499999999999,-0.07214398607442045,-9.059879310344828,664635,6.384,0,7.76075
D46039134C,VW Polo VI,economy,petrol,3.78,2013,41639,2019,40.07,engine_fuel,0.1,4.128218390804597,11980600.422972957,156.96959240699147,174,33.98275862068966,8.10344827586207,15.428571428571429,35,3.551428571428571,898,4,35.114999999999995,0.23129895790040042,-1.010109195402299,55771,0.672,0,5.6587499999999995
F11676889s,Kia Rio,economy,petrol,3.6,2013,37417,2019,64.83,engine_ignition,0.1,4.319540229885058,8607413.12666148,185.67768456006792,174,34.87356321839081,8.11896551724138,7.787356321839081,35,2.4114285714285715,954,4,37.828,-0.07007942776473408,11.010149425287358,76303,0.092,0,17.31925
R-6844153a,Skoda Rapid,economy,petrol,3.72,2014,60084,2022,28.41,break_bug,0.1,5.391264367816092,12168376.322567495,119.15798030824854,174,34.11494252873563,8.062068965517241,7.448275862068965,35,3.7685714285714287,933,4,61.979,-0.04883736006709813,-15.910057471264368,248597,6.413,0,-6.459
n95681185i,Kia Rio X,economy,petrol,4.34,2011,2244,2018,32.27,electro_bug,0.0,4.161781609195402,15479616.70412145,200.0,174,33.54022988505747,8.003448275862068,7.224137931034483,35,3.505714285714286,922,4,50.948,-0.34097033731999626,-1.9333620689655173,565936,-5.839,0,6.69675
y53052788O,Renault Kaptur,standart,petrol,4.76,2014,61702,2015,53.55,another_bug,0.51,4.517471264367816,11693604.068851566,198.0,174,34.189655172413794,8.09080459770115,17.150793650793652,35,4.2,1064,4,10.001,-0.018263199279963678,-0.13236781609195403,722536,0.0,0,0.001
e17156131L,Smart ForFour,economy,petrol,2.84,2017,115934,2016,39.2,gear_stick,0.1,4.303045977011494,16508518.397984102,110.2657405334196,174,33.1551724137931,7.858620689655173,9.412790697674419,35,3.8714285714285714,907,4,87.50200000000001,-0.03918522446448931,-30.001867816091952,432492,-27.491,0,-8.86375
I20900258y,Smart ForTwo,economy,petrol,3.8,2014,61049,2019,28.16,engine_overheat,0.1,4.137298850574712,22255681.69801899,197.7767277334353,174,34.01724137931034,7.773563218390804,8.445086705202312,35,4.008571428571429,928,4,52.929,0.018014249995961327,-14.122229885057472,123995,9.719,0,-1.3895
o87681914x,Nissan Qashqai,standart,petrol,4.7,2015,88268,2018,63.73,another_bug,0.1,4.615459770114943,12061155.325090878,200.0,174,34.28735632183908,7.956896551724138,15.706349206349206,35,3.877142857142857,948,4,59.32599999999999,-0.10392081611092403,-22.549471264367817,577981,4.27,0,-12.33475
Q-5554551x,Renault Kaptur,standart,petrol,5.1,2015,87129,2019,54.34,engine_ignition,0.1,4.088045977011495,16459646.221778,189.06519102776383,174,34.6551724137931,7.9833333333333325,6.954022988505747,35,2.8142857142857145,940,4,39.124,0.056802952322602386,8.787333333333335,232554,0.884,0,14.27925
l-1607581F,Smart ForTwo,economy,petrol,3.8,2014,56704,2014,42.58,engine_fuel,0.1,4.221379310344828,16058250.938362703,182.8495399292202,174,34.01149425287356,8.120689655172415,16.69298245614035,35,3.1799999999999997,995,4,32.423,0.04722633569421128,8.173689655172414,527317,-0.038,0,11.832
a-9339461G,Nissan Qashqai,standart,petrol,5.0,2013,47895,2020,28.47,break_bug,0.1,5.416264367816092,8241236.718811385,107.97792849490942,174,35.08620689655172,8.088505747126437,7.402298850574713,35,3.8028571428571425,828,4,57.387,0.13090914551497046,3.3610287356321837,371061,-15.965,0,9.947
n28625799A,Kia Sportage,standart,petrol,3.48,2015,83053,2018,36.77,engine_overheat,0.1,3.9129885057471263,10280142.481098078,177.0,174,32.50574712643678,7.875287356321839,8.695402298850574,35,4.111428571428571,870,4,44.829,-0.06782513536085137,-12.037862068965518,563341,8.696,0,-1.4695
N21890923Q,VW Polo,economy,petrol,4.64,2015,81467,2016,66.69,another_bug,0.1,4.4639655172413795,9561168.413546633,200.0,174,34.5919540229885,8.067241379310346,18.00854700854701,35,4.442857142857143,950,4,54.602000000000004,-0.0031085521502038824,-16.862925287356322,194130,0.126,0,-12.06725
g-1957069S,VW Polo,economy,petrol,6.04,2014,64332,2019,53.99,engine_check,1.07,4.770977011494253,10083496.312127082,161.0,174,33.160919540229884,8.177011494252874,17.931818181818183,35,2.837142857142857,789,4,84.44800000000001,0.14312824452311732,38.16390229885057,455959,47.511,0,64.23875
e-5741942D,Kia Rio,economy,petrol,5.32,2014,60223,2016,53.53,engine_ignition,0.1,4.315344827586207,15257080.255438067,190.9910571353205,174,34.28735632183908,8.053448275862069,7.491329479768786,35,2.76,845,4,15.3,0.2392414890156791,-3.9984942528735634,429057,0.0,0,0.002
y12023699E,Renault Sandero,standart,petrol,5.28,2013,46366,2021,27.74,gear_stick,0.1,4.410172413793103,12200994.417094342,113.63634728881692,174,33.14367816091954,7.719540229885058,9.421965317919074,35,4.182857142857143,1020,4,73.598,0.10128144336041224,-17.92747701149425,717341,-33.402,0,0.023
Y-8852975t,Nissan Qashqai,standart,petrol,4.3,2015,72969,2017,58.94,engine_ignition,0.1,4.3839080459770114,6900337.90873379,173.38933526851903,174,34.770114942528735,7.903448275862069,6.942528735632184,35,3.202857142857143,934,4,14.450999999999999,-0.09921959954188979,-3.5701436781609197,342067,0.0,0,0.001
L-2247718T,Kia Rio X-line,economy,petrol,5.6,2013,38818,2015,31.3,break_bug,0.1,5.424137931034482,7754367.261441537,118.75772685687924,174,33.97126436781609,7.985632183908046,6.919540229885057,35,4.022857142857143,924,4,55.17,0.08443153458719989,-22.675747126436782,157570,1.167,0,-14.7785
N19589603r,Skoda Rapid,economy,petrol,5.16,2015,93909,2017,34.97,break_bug,0.1,5.240919540229885,12470920.559415694,117.36233481360144,174,35.41954022988506,8.041379310344828,7.85632183908046,35,4.105714285714285,819,4,29.02,-0.06144035986789673,-5.006666666666667,193591,-10.64,0,4.365
d37118079d,Skoda Rapid,economy,petrol,3.78,2014,64189,2019,34.11,wheel_shake,0.1,4.792356321839081,12750978.367499394,154.02200502555846,174,33.93103448275862,8.046551724137931,14.06140350877193,35,3.382857142857143,912,3,46.001999999999995,-0.04347285512253427,6.791304597701149,422234,18.244,0,17.680500000000002
s47589001I,VW Tiguan,economy,petrol,3.26,2017,127367,2018,29.13,electro_bug,0.0,4.463390804597701,20967436.229356933,173.94324748871009,174,35.56896551724138,7.995402298850575,6.7988505747126435,35,3.76,776,4,72.41199999999999,-0.13181287921830445,-30.367511494252874,634675,-34.88,0,-13.562999999999999
y-1806571O,Smart ForTwo,economy,petrol,5.24,2015,86243,2016,37.61,engine_fuel,0.1,3.7504597701149427,18974260.36137042,171.1905765088318,174,33.44252873563219,7.970689655172414,15.59349593495935,35,3.3142857142857145,897,4,65.934,0.10474267385289947,35.441367816091955,712620,-1.04,0,48.33075
L16050992t,Kia Rio X-line,economy,petrol,4.02,2015,86652,2021,53.78,engine_ignition,0.1,4.097701149425287,6633795.891265305,197.15690117158616,174,34.85632183908046,8.064367816091954,8.086206896551724,35,2.7914285714285714,839,4,45.967999999999996,-0.0021768291964686624,14.248103448275863,162089,1.509,0,21.4705
m-4274263Z,Kia Sportage,standart,petrol,3.96,2013,46605,2018,38.49,engine_check,0.1,4.618160919540229,11631330.627646951,155.0,174,34.81609195402299,8.07183908045977,14.53076923076923,35,4.054285714285714,940,4,10.001,0.09891701068080172,-2.0177988505747124,542934,0.0,0,-0.001
s33927254Y,VW Polo,economy,petrol,1.88,2015,81699,2019,27.47,break_bug,0.73,5.263505747126437,12629137.296343222,116.15033973512249,174,34.298850574712645,8.002298850574713,7.4655172413793105,35,4.591428571428571,996,4,69.876,-0.1366790231181737,-19.38074712643678,634340,-38.326,0,0.5702499999999999
g19494953p,Audi A3,premium,petrol,4.3,2013,43597,2020,31.34,engine_fuel,0.1,4.1722413793103446,15738911.247939564,175.00337229479456,174,34.758620689655174,8.141379310344828,16.565891472868216,35,4.228571428571429,961,4,73.57300000000001,-0.00331915100139412,1.5048563218390807,461890,-2.863,0,24.88675
Y-4198316J,VW Tiguan,economy,petrol,4.86,2014,59714,2020,71.85,engine_ignition,0.1,3.805574712643678,18601583.847475342,193.39419605288813,174,36.54022988505747,7.9781609195402305,6.591954022988506,35,3.1,862,3,40.046,-0.0625246655583509,-3.0464137931034485,340787,-0.924,0,2.2015000000000002
a-7282370E,Renault Kaptur,standart,petrol,4.62,2012,21622,2018,25.72,engine_overheat,0.1,4.15080459770115,22044056.964308653,182.3255090523394,174,34.37931034482759,7.832183908045977,8.614942528735632,35,4.6571428571428575,978,3,26.142,0.1500877803709356,6.536586206896551,370544,5.559,0,11.008
z16068145k,Mercedes-Benz GLC,business,petrol,2.82,2015,87593,2019,31.86,electro_bug,0.0,4.313218390804598,19198005.768079393,200.0,174,34.7816091954023,8.46551724137931,8.82183908045977,35,3.4885714285714284,850,4,52.915000000000006,0.2802262054807573,-18.67706896551724,733160,2.738,0,-5.21675
d-4629986a,Kia Rio,economy,petrol,4.8,2015,85769,2021,52.53,engine_ignition,0.1,3.8571839080459767,20994311.98624394,198.57190004347336,174,34.04597701149425,7.948850574712643,7.339080459770115,35,3.4228571428571426,657,4,46.759,-0.020373707418294185,-9.625287356321838,414740,1.269,0,-2.0245
Q35379022F,Hyundai Solaris,economy,petrol,3.7,2012,21365,2016,35.87,electro_bug,0.0,4.122988505747126,14401499.029655281,197.95037026103668,174,34.5919540229885,7.990229885057471,7.316091954022989,35,3.1485714285714286,880,3,9.041,-0.10126214940243729,-0.23789080459770115,240254,-0.0,0,0.03775
r10613305A,Kia Rio X,economy,petrol,3.76,2014,55649,2018,31.73,gear_stick,0.25,4.490689655172414,7908172.981875662,102.57927239687857,174,32.35057471264368,7.790229885057471,9.172413793103448,35,3.202857142857143,964,3,16.0,0.015531451905164324,-2.2912241379310343,614367,0.0,0,0.0
N23006473B,Hyundai Solaris,economy,petrol,4.54,2014,61802,2015,35.07,gear_stick,0.1,4.485574712643678,14798906.824084152,112.35590500231446,174,32.90229885057471,7.905172413793103,9.293103448275861,35,3.4771428571428573,867,4,67.083,0.09624352430156644,-17.845540229885057,194495,-2.672,0,1.9249999999999998
m-2019578o,VW Tiguan,economy,petrol,6.94,2013,45127,2019,67.77,another_bug,0.1,4.848850574712644,19555899.349587224,189.52067864955063,174,36.51149425287356,8.086781609195402,19.112068965517242,35,3.505714285714286,911,4,56.141999999999996,0.01236305731988999,10.13616091954023,540781,2.016,0,13.862
W86413939q,Smart ForFour,economy,petrol,3.86,2017,117893,2018,38.95,wheel_shake,0.1,4.493850574712644,16345491.517061131,163.54118030806595,174,34.46551724137931,8.160344827586208,16.712962962962962,35,4.265714285714286,1025,4,45.542,0.006346214814191179,-9.661264367816091,322815,0.517,0,1.862
o-1093440v,MINI CooperSE,business,electro,5.14,2011,447,2018,52.38,engine_overheat,0.1,3.901609195402299,9142449.721886251,195.0,174,35.06896551724138,7.936781609195402,9.06936416184971,35,4.057142857142857,985,4,39.873,-0.17961676944617988,-13.74782183908046,566301,-3.664,0,-8.20375
S-1468454C,Kia Rio,economy,petrol,4.78,2012,21367,2018,31.16,break_bug,0.1,5.2651724137931035,11949555.40447972,115.3056298964228,174,35.38505747126437,8.008620689655173,7.994219653179191,35,3.4285714285714284,869,4,7.499,0.03651446307961149,-1.6377528735632183,259035,-0.0,0,0.0
b-1081111P,Hyundai Solaris,economy,petrol,5.28,2011,3457,2017,34.89,engine_overheat,0.1,4.006609195402299,15163484.151391253,183.9522662309155,174,33.327586206896555,7.850574712643678,9.540229885057471,35,3.5085714285714285,854,3,61.412,-0.1107048286181245,-6.539724137931034,379080,3.095,0,3.0469999999999997
H10062346p,Mercedes-Benz GLC,business,petrol,3.4,2013,42671,2020,61.65,engine_overheat,0.1,4.177816091954023,8947959.861768516,198.66357296673664,174,34.94827586206897,8.313793103448276,10.39655172413793,35,3.297142857142857,962,4,40.803999999999995,0.06465064507419567,12.82051724137931,103974,21.297,0,17.60275
N-5708757B,Kia Rio X-line,economy,petrol,4.82,2013,44278,2018,36.82,engine_overheat,0.1,4.094080459770115,14512810.201849937,160.5689767559091,174,35.08620689655172,7.901149425287356,9.235632183908047,35,3.3114285714285714,934,4,55.907,0.15865526876257802,-0.4880804597701149,187858,13.814,0,10.40025
b-7098808D,Hyundai Solaris,economy,petrol,5.08,2014,63452,2022,31.34,wheel_shake,0.1,4.636666666666667,11729819.112571873,119.0,174,33.735632183908045,8.121264367816092,16.376923076923077,35,3.62,947,4,30.978,-0.001968305839754489,6.751867816091954,386850,6.455,0,13.932749999999999
M-4627743Y,Renault Kaptur,standart,petrol,4.74,2014,69685,2018,32.12,break_bug,1.5,5.515402298850574,15109986.805564897,126.88156509738288,174,34.97126436781609,7.979310344827587,6.977011494252873,35,3.9285714285714284,943,4,63.488,-0.02121570126829059,-1.6908620689655172,171994,0.008,0,10.24475
s-1392305F,Kia Rio X,economy,petrol,6.22,2015,96364,2016,40.33,gear_stick,0.1,4.5664942528735635,13481019.953740314,109.38343955827206,174,35.08045977011494,7.793103448275862,9.10344827586207,35,3.3971428571428572,819,4,74.689,-0.0070323423168298805,-13.435189655172413,623023,-16.407,0,5.44025
z67141488o,Hyundai Solaris,economy,petrol,3.96,2015,78511,2017,23.51,wheel_shake,0.1,4.58816091954023,3034158.997556063,139.92880819492035,174,33.36206896551724,8.101724137931035,16.584745762711865,35,4.8428571428571425,908,4,61.502,-0.0021362574370487886,-20.825614942528738,738208,3.348,0,-6.69375
z-8891400p,Kia Rio,economy,petrol,4.18,2015,90732,2014,24.25,engine_overheat,0.1,3.8972413793103446,13657941.207688017,197.9482413410476,174,32.50574712643678,7.815517241379311,9.120689655172415,35,3.757142857142857,1064,4,24.063,0.1101584647393796,-6.0920000000000005,730514,-1.549,0,-1.877
z-5687636M,Renault Kaptur,standart,petrol,3.56,2011,1388,2018,40.17,electro_bug,0.0,4.315344827586207,12939138.974841889,200.0,174,34.5632183908046,8.021264367816093,7.028735632183908,35,4.122857142857143,933,3,76.953,-0.023359386535715128,5.061712643678161,730020,5.4,0,15.090250000000001
K-1514397X,Kia Rio X,economy,petrol,4.8,2015,87302,2014,31.86,electro_bug,0.0,4.222413793103448,13950920.647490524,178.69795023847635,174,35.132183908045974,8.03448275862069,6.994252873563219,35,4.0,1010,4,36.556,-0.0827795019844796,-3.6372298850574714,140762,-1.614,0,-0.0415
U57863590w,Renault Sandero,standart,petrol,3.52,2015,85666,2016,44.57,gear_stick,0.1,4.639712643678161,9835427.02466423,117.41383627655368,174,33.44252873563219,7.861494252873563,9.186046511627907,35,3.1085714285714285,907,4,57.717,-0.019901769141964305,-19.081557471264368,296426,-32.048,0,-7.859249999999999
M49274481G,Renault Kaptur,standart,petrol,4.6,2014,67118,2020,59.18,engine_fuel,0.1,3.6672988505747126,12178971.147394096,171.61916746407172,174,33.51149425287356,8.230459770114942,14.976,35,2.382857142857143,815,4,36.728,0.1481673170063643,14.401063218390803,178965,-0.472,0,21.051750000000002
a11122197a,Renault Sandero,standart,petrol,3.84,2013,44790,2020,72.78,another_bug,0.1,4.722701149425287,11241613.782969767,200.0,174,34.0,8.119540229885057,17.09375,35,3.7885714285714283,954,4,3.0020000000000002,0.10262774553620688,-0.016166666666666666,372666,0.0,0,0.00175
b15256546L,Nissan Qashqai,standart,petrol,4.0,2012,21738,2019,34.58,electro_bug,0.0,4.273850574712643,16909502.577324104,200.0,174,34.252873563218394,8.022413793103448,8.00578034682081,35,3.531428571428571,983,4,88.671,-0.0566466463792074,-25.43994252873563,390538,-26.103,0,-9.418
B11239506t,Audi Q3,premium,petrol,3.88,2017,110040,2018,36.55,electro_bug,0.0,4.485402298850575,10287644.246229006,183.83605990339555,174,35.775862068965516,8.013793103448277,6.764367816091954,35,3.951428571428572,680,4,73.62599999999999,0.10475499578965693,-32.72502873563218,22774,0.271,0,-18.2275
l-1337696j,Kia Sportage,standart,petrol,4.74,2011,4267,2018,58.97,another_bug,0.1,4.59867816091954,11940857.405507812,178.0,174,34.94827586206897,7.993678160919541,16.271929824561404,35,4.4,856,4,10.0,0.04662891129244379,-0.12121264367816093,526311,0.0,0,-0.0
q-6650729Y,Kia Rio X,economy,petrol,5.32,2014,58219,2019,43.32,another_bug,0.83,4.702183908045977,18890160.436388716,189.0,174,33.97701149425287,8.086781609195402,15.9921875,35,4.814285714285714,959,4,50.994,-0.05273178978376037,5.635683908045977,597594,-10.556,0,15.275500000000001
B17720677C,Skoda Rapid,economy,petrol,3.48,2017,133755,2022,31.18,break_bug,0.36,5.403275862068965,13062659.496597063,112.51303946119766,174,34.96551724137931,8.016091954022988,7.718390804597701,35,3.6114285714285717,872,4,7.7010000000000005,0.06308488506469723,-1.725448275862069,24471,-0.0,0,0.0
s21770212W,VW Polo VI,economy,petrol,4.16,2012,20492,2017,66.74,another_bug,0.1,4.647413793103448,12072892.22949263,192.1439464571676,174,33.35632183908046,8.126436781609195,16.84251968503937,35,3.474285714285714,939,4,75.04700000000001,0.005091695983545731,-17.218810344827585,633341,-0.474,0,-1.0215
x30389932l,Kia Rio,economy,petrol,3.62,2015,87297,2014,31.68,engine_fuel,0.1,4.003793103448276,18245911.909867022,171.24633516394275,174,34.172413793103445,8.11609195402299,16.43243243243243,35,3.4714285714285715,872,4,56.374,0.0008063680274075564,18.23109195402299,705665,3.477,0,34.07875
B15081492o,Kia Rio,economy,petrol,3.12,2015,96993,2016,36.15,wheel_shake,0.1,4.505862068965517,15839462.825807163,132.8426303138794,174,33.03448275862069,8.191379310344827,19.008130081300813,35,3.294285714285714,1048,3,47.971000000000004,-0.03789241796155554,2.6975689655172412,23550,5.61,0,10.9695
O51808760A,VW Tiguan,economy,petrol,3.94,2017,112886,2020,35.83,gear_stick,0.1,4.253333333333334,10722905.827131446,120.0,174,35.12068965517241,7.900574712643678,8.977011494252874,35,4.105714285714285,948,4,64.045,0.014017462462783912,-15.079908045977012,210801,-15.965,0,-4.3045
l62738348Q,Skoda Rapid,economy,petrol,3.82,2017,130393,2018,56.57,engine_ignition,0.1,4.033275862068965,7679933.277879864,195.5032797994638,174,34.747126436781606,7.948275862068965,7.218390804597701,35,2.505714285714286,912,4,32.2,-0.05014428645797691,-3.1182356321839078,536184,-1.711,0,2.533
v-6614004H,Audi A3,premium,petrol,5.02,2016,94482,2017,40.59,electro_bug,0.0,4.169597701149425,19547595.64257123,200.0,174,37.52873563218391,8.079310344827586,7.505747126436781,35,3.4714285714285715,882,3,50.285000000000004,0.1023569732188247,-13.771597701149425,672082,-14.06,0,-3.3685
c21762167i,Smart ForFour,economy,petrol,3.48,2013,36104,2017,52.73,engine_check,0.1,4.714712643678161,7961566.7386162905,166.60270449123635,174,33.38505747126437,8.127011494252873,19.82300884955752,35,2.974285714285714,1023,4,78.375,-0.01728642250598115,15.968959770114944,403979,2.013,0,22.4985
B16746018u,Renault Kaptur,standart,petrol,3.12,2015,78630,2022,68.62,another_bug,0.15,4.699885057471264,17243866.202336367,184.0,174,33.52873563218391,8.108620689655172,15.991803278688524,35,4.037142857142857,908,4,10.001,0.050285893466863595,-0.11996551724137933,24086,0.0,0,0.001
T-2093464U,Smart ForTwo,economy,petrol,5.56,2013,42927,2014,33.36,engine_fuel,0.1,4.061034482758621,14071223.586377988,175.564390569221,174,34.247126436781606,8.132758620689655,17.26086956521739,35,2.9714285714285715,868,4,67.718,-0.015956697549885473,28.36449425287356,276057,1.413,0,47.276250000000005
t11315883F,Skoda Rapid,economy,petrol,3.72,2017,117809,2014,41.67,engine_check,0.1,4.802183908045977,7423394.496613247,185.35037423798485,174,33.12643678160919,8.126436781609195,17.823529411764707,35,3.442857142857143,838,4,47.89,-0.13985581225945626,7.819155172413793,643366,0.984,0,14.19075
I-2073229s,Tesla Model 3,premium,electro,5.1,2017,120231,2017,59.54,engine_fuel,0.1,4.083850574712644,16251737.223957857,191.4251456499337,174,35.2183908045977,9.213793103448277,20.037037037037038,35,3.6885714285714286,890,5,14.79,-0.08500105404536802,-3.7401091954022987,114817,0.0,0,-0.0
r-7396117p,Smart Coupe,economy,petrol,5.6,2017,121467,2016,84.2,another_bug,0.19,4.874942528735632,9764093.947076244,189.0,174,34.0,8.081609195402299,16.033898305084747,35,3.257142857142857,876,3,76.162,-0.02363936870811228,13.430879310344828,613271,4.63,0,23.39225
t-1412384s,Hyundai Solaris,economy,petrol,5.4,2015,88544,2018,29.21,engine_fuel,0.1,4.279885057471264,15098323.617883155,151.2532628843147,174,33.224137931034484,8.063218390804598,16.50413223140496,35,4.122857142857143,828,4,73.888,0.008250827033504809,8.628781609195402,637635,1.418,0,29.674
E-2041030F,Renault Kaptur,standart,petrol,5.34,2012,27035,2021,29.94,engine_overheat,0.1,3.826494252873563,12032023.34937169,192.09862342864,174,33.304597701149426,7.850574712643678,9.373563218390805,35,3.5228571428571427,902,4,12.751000000000001,0.09241812475635622,-2.7833965517241377,60550,0.0,0,0.001
q-1744366u,Kia Rio,economy,petrol,5.62,2011,2814,2016,45.57,engine_ignition,0.1,3.9322413793103452,14420244.134214517,180.33742944196,174,34.41954022988506,8.098850574712644,7.655172413793103,35,3.6485714285714286,932,4,46.312,0.030433100052417953,19.577505747126438,595175,-0.844,0,30.026999999999997
E17823137X,Skoda Rapid,economy,petrol,2.52,2017,119034,2016,54.34,engine_check,0.1,4.557873563218391,13798694.922244104,160.0,174,34.55747126436781,8.010919540229885,17.693693693693692,35,3.0742857142857143,969,4,66.283,0.04558359278636459,-0.592367816091954,67091,1.657,0,5.820250000000001
n34490222d,Smart ForFour,economy,petrol,3.48,2017,128022,2015,42.47,break_bug,0.34,5.306609195402299,14982097.364399103,109.86858266402,174,33.42528735632184,8.066666666666666,8.005747126436782,35,3.4028571428571426,921,4,70.562,-0.006239652691112102,-25.161867816091952,563847,1.978,0,-11.533750000000001
k20675157L,Skoda Rapid,economy,petrol,3.84,2014,57543,2021,57.63,engine_ignition,0.1,3.9766091954022986,17302151.653019488,194.28309741249984,174,33.50574712643678,8.067241379310346,7.839080459770115,35,2.4657142857142857,964,4,50.028000000000006,-0.14012430920918076,2.044551724137931,520356,-0.149,0,19.106749999999998
x-1548714k,VW Polo VI,economy,petrol,5.54,2015,77723,2020,62.39,engine_check,0.1,4.461091954022988,14789928.08309432,157.0,174,33.735632183908045,8.164942528735633,21.025641025641026,35,2.6342857142857143,826,4,78.00999999999999,0.15958766871743896,9.69087356321839,698588,2.689,0,15.22475
A14861843I,Smart ForTwo,economy,petrol,4.28,2013,38888,2016,42.98,electro_bug,0.0,4.653908045977011,24940758.46515046,200.0,174,34.93103448275862,7.955172413793104,6.902298850574713,35,2.794285714285714,934,5,15.001000000000001,0.10575512152561019,0.006063218390804578,9931,-0.0,0,0.05275
H-1457815L,Renault Kaptur,standart,petrol,3.92,2015,73627,2017,41.34,electro_bug,0.0,4.357068965517241,16533322.279289383,200.0,174,33.35632183908046,7.952298850574713,6.982758620689655,35,3.0914285714285716,828,4,62.239999999999995,0.06369992260466047,-6.922402298850575,97364,4.505,0,6.353
R-1948335X,VW Tiguan,economy,petrol,4.56,2017,132381,2018,59.42,engine_ignition,0.1,3.8339080459770116,12018564.987871988,190.699191206676,174,37.4080459770115,8.027011494252873,7.086206896551724,35,2.9457142857142857,917,4,15.981,-0.06216352250461175,-4.360977011494253,246325,-0.0,0,0.001
C20191765o,Kia Rio X,economy,petrol,3.62,2015,93392,2017,61.33,engine_ignition,0.1,4.160977011494253,16341931.482203491,190.52165351580223,174,34.793103448275865,8.033333333333333,7.82183908045977,35,3.0285714285714285,791,3,36.425,0.012658652579495763,16.930902298850572,42552,3.469,0,22.403750000000002
R16773550u,Renault Sandero,standart,petrol,4.4,2015,89492,2021,35.58,engine_fuel,0.1,4.300804597701149,15708349.50293544,164.9580151985662,174,32.88505747126437,8.072988505747126,16.5327868852459,35,3.2714285714285714,869,4,67.194,-0.05142023007248822,2.723919540229885,252390,-0.0,0,12.504249999999999
f18945419X,Kia Rio X,economy,petrol,4.22,2013,40718,2018,48.64,engine_check,0.1,4.71735632183908,9576432.634503424,160.0,174,32.18390804597701,8.143103448275863,15.373134328358208,35,2.6942857142857144,924,4,10.299,0.07043251701626564,-1.8627126436781611,448884,0.0,0,-0.0
